Gene stable ID	Chromosome/scaffold name	Gene Synonym	Gene type	Gene name	NCBI gene (formerly Entrezgene) ID
ENSDARG00000105631	7		protein_coding	CABP4	101886622
ENSDARG00000069826	9	zgc:92724	protein_coding	crygm2d15	436855
ENSDARG00000073948	8	zgc:171925	protein_coding	prok1	100126018
ENSDARG00000062965	13	fam45a	protein_coding	dennd10	556203
ENSDARG00000062965	13	fc44d12	protein_coding	dennd10	556203
ENSDARG00000062965	13	fd19e06	protein_coding	dennd10	556203
ENSDARG00000062965	13	si:ch211-117n7.2	protein_coding	dennd10	556203
ENSDARG00000062965	13	wu:fc44d12	protein_coding	dennd10	556203
ENSDARG00000062965	13	wu:fd19e06	protein_coding	dennd10	556203
ENSDARG00000040321	2		protein_coding	rx2	30473
ENSDARG00000005462	21	zgc:66125	protein_coding	kif4	393796
ENSDARG00000096528	1		protein_coding	si:ch73-236c18.9	792701
ENSDARG00000070467	11	si:dkey-189l3.1	protein_coding	lactbl1b	567200
ENSDARG00000035821	19	si:ch211-173p18.2	protein_coding	si:ch211-173p18.3	553317
ENSDARG00000039959	10	gdnf	protein_coding	gdnfa	79379
ENSDARG00000096256	18		sense_intronic	BX548060.1	
ENSDARG00000039123	13	fj48c11	protein_coding	trim9	336099
ENSDARG00000039123	13	wu:fj48c11	protein_coding	trim9	336099
ENSDARG00000039123	13	zgc:77357	protein_coding	trim9	336099
ENSDARG00000075156	9	cb53	protein_coding	tbc1d4	321065
ENSDARG00000075156	9	sb:cb53	protein_coding	tbc1d4	321065
ENSDARG00000075156	9	si:ch211-222g23.4	protein_coding	tbc1d4	321065
ENSDARG00000022160	18	si:dkey-25f3.1	protein_coding	ttc23	558875
ENSDARG00000037473	16	si:ch211-64k10.2	protein_coding	cd79a	798792
ENSDARG00000088867	16		protein_coding	si:ch211-135n15.1	
ENSDARG00000007169	17	si:dkey-27p7.1	protein_coding	itgb1bp1	641420
ENSDARG00000007169	17	zgc:123198	protein_coding	itgb1bp1	641420
ENSDARG00000041431	18	si:ch211-117i10.3	protein_coding	slc24a1	558299
ENSDARG00000074617	14	im:7150991	protein_coding	wfs1b	556580
ENSDARG00000037537	23	fam58a	protein_coding	ccnq	553650
ENSDARG00000037537	23	zgc:110684	protein_coding	ccnq	553650
ENSDARG00000061644	16	si:dkey-30o16.6	protein_coding	ensab	100317933
ENSDARG00000035648	16	zgc:77362	protein_coding	irx4a	402999
ENSDARG00000035648	16	ziro4a	protein_coding	irx4a	402999
ENSDARG00000096435	4		processed_transcript	AL845295.1	
ENSDARG00000078592	6	loc283820	protein_coding	nomo	446115
ENSDARG00000045567	21	wu:fb50e08	protein_coding	phpt1	445172
ENSDARG00000045567	21	zgc:101086	protein_coding	phpt1	445172
ENSDARG00000055837	16	im:7155372	protein_coding	arhgef1b	557983
ENSDARG00000055837	16	zgc:136551	protein_coding	arhgef1b	557983
ENSDARG00000104854	18	A05	protein_coding	olfcg3	100004682
ENSDARG00000104854	18	Dr9-3	protein_coding	olfcg3	100004682
ENSDARG00000104854	18	si:dkey-245i2.7	protein_coding	olfcg3	100004682
ENSDARG00000104854	18	v2ra5	protein_coding	olfcg3	100004682
ENSDARG00000044298	10	fb09e08	protein_coding	phax	445490
ENSDARG00000044298	10	rnuxa	protein_coding	phax	445490
ENSDARG00000044298	10	wu:fb09e08	protein_coding	phax	445490
ENSDARG00000044298	10	zgc:92415	protein_coding	phax	445490
ENSDARG00000040254	16	zgc:92129	protein_coding	hormad1	436630
ENSDARG00000093755	19		antisense	FP101875.1	
ENSDARG00000008678	20	wu:fb53a08	protein_coding	snx3	563511
ENSDARG00000008678	20	zgc:123189	protein_coding	snx3	563511
ENSDARG00000103471	4		protein_coding	si:dkey-199m13.4	799713
ENSDARG00000035507	5	fc62b08	protein_coding	ddx31	325248
ENSDARG00000035507	5	si:ch211-89p1.3	protein_coding	ddx31	325248
ENSDARG00000035507	5	wu:fc62b08	protein_coding	ddx31	325248
ENSDARG00000068716	10	zgc:153423	protein_coding	cuedc1a	768297
ENSDARG00000042520	5		protein_coding	UTP14C	553498
ENSDARG00000101300	5	si:ch73-203i15.4	protein_coding	ssna1	561124
ENSDARG00000073870	14	si:dkey-31j3.9	protein_coding	gdpd2	563198
ENSDARG00000105582	7		processed_pseudogene	CT027807.1	
ENSDARG00000105269	22		protein_coding	si:ch73-338d8.5	
ENSDARG00000087032	23	fc26f04	protein_coding	rbbp8l	324358
ENSDARG00000087032	23	si:ch211-200e2.1	protein_coding	rbbp8l	324358
ENSDARG00000087032	23	wu:fc26f04	protein_coding	rbbp8l	324358
ENSDARG00000091799	11		protein_coding	si:ch211-266k22.6	101884201
ENSDARG00000058022	23	zgc:136901	protein_coding	ormdl2	677753
ENSDARG00000038863	17	bre	protein_coding	babam2	550474
ENSDARG00000038863	17	im:7141046	protein_coding	babam2	550474
ENSDARG00000038863	17	zgc:110368	protein_coding	babam2	550474
ENSDARG00000095199	23		processed_transcript	AL732515.1	
ENSDARG00000070013	6		protein_coding	dmrt2b	558970
ENSDARG00000035540	5	si:dkey-237j10.3	protein_coding	brwd3	553209
ENSDARG00000091954	22		protein_coding	si:dkeyp-122a9.1	100034634
ENSDARG00000012987	25	PGI	protein_coding	gpia	246094
ENSDARG00000012987	25	pgi-1	protein_coding	gpia	246094
ENSDARG00000012987	25	pgi1	protein_coding	gpia	246094
ENSDARG00000012987	25	wu:fc02c05	protein_coding	gpia	246094
ENSDARG00000012987	25	zgc:86919	protein_coding	gpia	246094
ENSDARG00000097536	15		lincRNA	CR848844.1	
ENSDARG00000056757	13	si:ch211-195e19.2	protein_coding	slc39a8	
ENSDARG00000056757	13	si:ch211-264d7.2	protein_coding	slc39a8	
ENSDARG00000056757	13	ZIP8	protein_coding	slc39a8	
ENSDARG00000062111	7	rxfp3-3a2	protein_coding	rxfp3.3a2	100149732
ENSDARG00000023479	5	si:ch211-12e13.2	protein_coding	lrp13	562438
ENSDARG00000071074	25	fc44f06	protein_coding	rccd1	100536575
ENSDARG00000071074	25	wu:fc44f06	protein_coding	rccd1	100536575
ENSDARG00000019207	5	si:dkey-16g11.2	protein_coding	abo	563897
ENSDARG00000093116	22		protein_coding	si:dkeyp-122a9.2	100034504
ENSDARG00000101345	7		antisense	CU468723.2	
ENSDARG00000099773	18	A06	protein_coding	olfcg4	100148438
ENSDARG00000099773	18	Dr9-4	protein_coding	olfcg4	100148438
ENSDARG00000099773	18	si:dkey-245i2.6	protein_coding	olfcg4	100148438
ENSDARG00000099773	18	v2ra6	protein_coding	olfcg4	100148438
ENSDARG00000097155	25	wu:fc52g01	protein_coding	GDPGP1	560896
ENSDARG00000103713	7	fb96b12	protein_coding	cd248a	323364
ENSDARG00000103713	7	wu:fb96b12	protein_coding	cd248a	323364
ENSDARG00000103713	7	zgc:162651	protein_coding	cd248a	323364
ENSDARG00000032577	8	wu:fb95f01	protein_coding	clcn6	568122
ENSDARG00000103057	7	fd23d06	protein_coding	zfhx3	100333211
ENSDARG00000103057	7	fj32b02	protein_coding	zfhx3	100333211
ENSDARG00000103057	7	im:7148790	protein_coding	zfhx3	100333211
ENSDARG00000103057	7	wu:fd23d06	protein_coding	zfhx3	100333211
ENSDARG00000103057	7	wu:fj32b02	protein_coding	zfhx3	100333211
ENSDARG00000102239	13		lincRNA	CR559945.1	
ENSDARG00000093665	4		protein_coding	si:dkey-285e18.5	
ENSDARG00000075795	2	fa99c08	protein_coding	nol7	558911
ENSDARG00000075795	2	wu:fa99c08	protein_coding	nol7	558911
ENSDARG00000077686	10	aak1	protein_coding	aak1b	100534954
ENSDARG00000077686	10	si:dkey-261l11.5	protein_coding	aak1b	100534954
ENSDARG00000060062	17	si:ch211-173a9.8	protein_coding	lrrc74a	
ENSDARG00000060062	17	zmp:0000000685	protein_coding	lrrc74a	
ENSDARG00000092640	13		processed_transcript	BX571701.2	
ENSDARG00000089202	17	nklc	protein_coding	nkl.3	103909013
ENSDARG00000089202	17	si:rp71-40n14.6	protein_coding	nkl.3	103909013
ENSDARG00000038543	2	fk50c12	protein_coding	wdr48b	334682
ENSDARG00000038543	2	wdr48	protein_coding	wdr48b	334682
ENSDARG00000038543	2	wu:fd19a04	protein_coding	wdr48b	334682
ENSDARG00000038543	2	wu:fk50c12	protein_coding	wdr48b	334682
ENSDARG00000038543	2	zgc:66229	protein_coding	wdr48b	334682
ENSDARG00000062801	16		protein_coding	erfl3	565909
ENSDARG00000088741	16		lincRNA	BX322530.1	
ENSDARG00000045832	25	cart2a	protein_coding	cart2	550232
ENSDARG00000045832	25	zgc:110124	protein_coding	cart2	550232
ENSDARG00000101845	11		lincRNA	FP016142.5	
ENSDARG00000096757	12		protein_coding	si:ch73-205h11.1	
ENSDARG00000098144	4		protein_coding	si:dkey-285e18.6	
ENSDARG00000052088	9	chr20-CXCR1–40.2-EK27098	protein_coding	cxcr1	
ENSDARG00000052088	9	cxcr1	protein_coding	cxcr1	
ENSDARG00000052088	9	CXCR1ba	protein_coding	cxcr1	
ENSDARG00000052088	9	CXCR1c	protein_coding	cxcr1	
ENSDARG00000052088	9	il8r	protein_coding	cxcr1	
ENSDARG00000052088	9	si:ch73-54b5.2	protein_coding	cxcr1	
ENSDARG00000052088	9	zmp:0000001086	protein_coding	cxcr1	
ENSDARG00000020618	9	zgc:112056	protein_coding	gatd3a	550355
ENSDARG00000045308	24	cb678	protein_coding	pola1	317740
ENSDARG00000045308	24	pola	protein_coding	pola1	317740
ENSDARG00000093658	4	fb80b03	protein_coding	tm7sf3	565343
ENSDARG00000093658	4	si:ch211-203h15.3	protein_coding	tm7sf3	565343
ENSDARG00000093658	4	wu:fb80b03	protein_coding	tm7sf3	565343
ENSDARG00000063451	2	si:ch211-163f10.5	protein_coding	ccdc13	555345
ENSDARG00000097266	15		processed_transcript	AL954322.3	
ENSDARG00000104807	1		protein_coding	si:ch73-221f6.3	108190743
ENSDARG00000054975	9	CXCR1bb	protein_coding	cxcr2	796724
ENSDARG00000054975	9	si:ch73-54b5.1	protein_coding	cxcr2	796724
ENSDARG00000077728	13	wu:fc19b02	protein_coding	supv3l1	570852
ENSDARG00000077728	13	wu:fe37e06	protein_coding	supv3l1	570852
ENSDARG00000094125	15	Dr3OR15.45	protein_coding	or103-2	554779
ENSDARG00000094125	15	or13.2	protein_coding	or103-2	554779
ENSDARG00000102454	11		lincRNA	FP016142.6	
ENSDARG00000095324	4	galnt8b	protein_coding	galnt8b.2	100535692
ENSDARG00000095324	4	si:ch211-214j24.3	protein_coding	galnt8b.2	100535692
ENSDARG00000098510	4		protein_coding	zgc:174650	100141363
ENSDARG00000030656	1	zgc:110051	protein_coding	sept3	554123
ENSDARG00000011897	7	zmp:0000000539	protein_coding	tsg101b	100333057
ENSDARG00000055781	6	im:7138942	protein_coding	ptger3	100000544
ENSDARG00000055781	6	zPRC3	protein_coding	ptger3	100000544
ENSDARG00000092249	19	si:dkey-79i2.3	protein_coding	irgf2	
ENSDARG00000014954	25	im:7144315	protein_coding	snx33	100001421
ENSDARG00000014954	25	sh3px3	protein_coding	snx33	100001421
ENSDARG00000014954	25	zgc:113233	protein_coding	snx33	100001421
ENSDARG00000014954	25	zgc:195632	protein_coding	snx33	100001421
ENSDARG00000090697	16	eif3s6	protein_coding	eif3ea	325102
ENSDARG00000090697	16	eif3s6a	protein_coding	eif3ea	325102
ENSDARG00000090697	16	fc55e01	protein_coding	eif3ea	325102
ENSDARG00000090697	16	int6	protein_coding	eif3ea	325102
ENSDARG00000090697	16	wu:fc55e01	protein_coding	eif3ea	325102
ENSDARG00000090697	16	zgc:63821	protein_coding	eif3ea	325102
ENSDARG00000074387	8	aug-b	protein_coding	alkal1	100535009
ENSDARG00000074387	8	aug-beta	protein_coding	alkal1	100535009
ENSDARG00000074387	8	fam150a	protein_coding	alkal1	100535009
ENSDARG00000074387	8	si:ch73-98k10.1	protein_coding	alkal1	100535009
ENSDARG00000074387	8	si:dkey-30h22.10	protein_coding	alkal1	100535009
ENSDARG00000043492	13	irf1	protein_coding	irf1a	678604
ENSDARG00000043492	13	IRF11	protein_coding	irf1a	678604
ENSDARG00000043492	13	zgc:136945	protein_coding	irf1a	678604
ENSDARG00000101102	5	si:ch73-203i15.3	protein_coding	tprn	101882537
ENSDARG00000028976	24	fj78b12	protein_coding	pus3	337487
ENSDARG00000028976	24	wu:fj78b12	protein_coding	pus3	337487
ENSDARG00000028976	24	zgc:56653	protein_coding	pus3	337487
ENSDARG00000070074	6	apoer2	protein_coding	lrp8	557734
ENSDARG00000070074	6	im:7145907	protein_coding	lrp8	557734
ENSDARG00000070074	6	si:dkeyp-63d11.7	protein_coding	lrp8	557734
ENSDARG00000005318	9	zgc:103628	protein_coding	stam2	492497
ENSDARG00000062472	8	fj63d08	protein_coding	sin3b	560837
ENSDARG00000062472	8	si:dkey-6n6.6	protein_coding	sin3b	560837
ENSDARG00000062472	8	wu:fj63d08	protein_coding	sin3b	560837
ENSDARG00000094710	19		protein_coding	si:dkey-79i2.4	
ENSDARG00000097607	6		processed_transcript	BX324166.1	
ENSDARG00000071662	22		protein_coding	si:rp71-36a1.3	100034563
ENSDARG00000094025	5		protein_coding	si:dkey-237j10.2	568721
ENSDARG00000003592	5	im:6898613	protein_coding	surf1	557970
ENSDARG00000003592	5	zgc:158646	protein_coding	surf1	557970
ENSDARG00000037861	16	unm_sa704	protein_coding	slc2a3b	100330897
ENSDARG00000078162	16	si:dkey-11f7.5	protein_coding	pimr208	101884995
ENSDARG00000078618	10	inpp5k	protein_coding	inpp5kb	566188
ENSDARG00000090730	21	fc04c04	protein_coding	cfbl	792472
ENSDARG00000090730	21	wu:fc04c04	protein_coding	cfbl	792472
ENSDARG00000090730	21	zgc:158446	protein_coding	cfbl	792472
ENSDARG00000070958	22	si:ch73-197b13.2	protein_coding	pex6	792998
ENSDARG00000070958	22	si:ch73-197b13.3	protein_coding	pex6	792998
ENSDARG00000069649	15	si:ch211-113p18.5	protein_coding	tmem160	559491
ENSDARG00000070774	19		protein_coding	irgf1	100137101
ENSDARG00000101591	19		processed_transcript	CU695215.2	
ENSDARG00000019877	17	zgc:86813	protein_coding	rbks	415207
ENSDARG00000099439	18	wu:fb05f06	protein_coding	serp1	336797
ENSDARG00000099439	18	zgc:56419	protein_coding	serp1	336797
ENSDARG00000099439	18	zgc:86736	protein_coding	serp1	336797
ENSDARG00000076248	11		protein_coding	ppp1r3db	567375
ENSDARG00000079857	17	gb:ee203984	protein_coding	SANBR	793832
ENSDARG00000054570	3	zgc:152973	protein_coding	smg1	569810
ENSDARG00000104654	7	zgc:194626	protein_coding	leap2	793075
ENSDARG00000104654	7	zgc:194647	protein_coding	leap2	793075
ENSDARG00000078475	9	si:dkeyp-13f6.5	protein_coding	klhl23	559613
ENSDARG00000031387	22	trh1	protein_coding	cers4a	259250
ENSDARG00000011537	5	zgc:153113	protein_coding	ugt2a5	767705
ENSDARG00000093569	3		protein_coding	bckdhbl	555648
ENSDARG00000093845	1		protein_coding	si:ch211-1f22.12	110439903
ENSDARG00000068893	9	im:7137598	protein_coding	mettl5	449776
ENSDARG00000068893	9	zgc:103655	protein_coding	mettl5	449776
ENSDARG00000038213	3	wu:fj99g11	protein_coding	slc35b1	447844
ENSDARG00000038213	3	zgc:92284	protein_coding	slc35b1	447844
ENSDARG00000104398	16		protein_coding	si:ch73-343g19.4	100535926
ENSDARG00000078814	6	fb99f06	protein_coding	si:dkey-34m19.3	100005466
ENSDARG00000078814	6	wu:fb99f06	protein_coding	si:dkey-34m19.3	100005466
ENSDARG00000101145	16	si:ch211-194b7.1	protein_coding	lipeb	557893
ENSDARG00000018006	17	wu:fe16f06	protein_coding	vrk1	406694
ENSDARG00000018006	17	zgc:56266	protein_coding	vrk1	406694
ENSDARG00000058470	8	im:7136778	protein_coding	mapk13	100002318
ENSDARG00000067794	7		protein_coding	cabz01076234.2	100332077
ENSDARG00000105714	7		protein_coding	CABZ01083442.1	101883419
ENSDARG00000096663	20		protein_coding	si:dkey-249p7.4	100537239
ENSDARG00000053630	7	unm_sa1672	protein_coding	si:dkey-182o15.5	555755
ENSDARG00000069619	1	fa12g02	protein_coding	atf7ip	558977
ENSDARG00000069619	1	wu:fa12g02	protein_coding	atf7ip	558977
ENSDARG00000069619	1	zgc:152981	protein_coding	atf7ip	558977
ENSDARG00000095908	5	ssat1c	protein_coding	sat1a.2	431716
ENSDARG00000095908	5	zgc:91957	protein_coding	sat1a.2	431716
ENSDARG00000019307	22	wu:fc03b11	protein_coding	dusp5	114436
ENSDARG00000019307	22	wu:fc86e02	protein_coding	dusp5	114436
ENSDARG00000068678	18	iqcg	protein_coding	iqcg	100322600
ENSDARG00000068678	18	si:ch211-222m18.3	protein_coding	iqcg	100322600
ENSDARG00000073750	9	zgc:86723	protein_coding	crygm2d18	415232
ENSDARG00000060771	14		protein_coding	map7d3	794500
ENSDARG00000060282	21	ali	protein_coding	rnf121	606559
ENSDARG00000060282	21	alligator	protein_coding	rnf121	606559
ENSDARG00000060282	21	im:6907121	protein_coding	rnf121	606559
ENSDARG00000060282	21	si:ch73-373k7.1	protein_coding	rnf121	606559
ENSDARG00000036546	1	pdxk	protein_coding	pdxkb	564697
ENSDARG00000036546	1	si:dkey-263m10.2	protein_coding	pdxkb	564697
ENSDARG00000036546	1	si:dz69g10.1	protein_coding	pdxkb	564697
ENSDARG00000102296	7		protein_coding	zgc:175177	100137609
ENSDARG00000098403	6		processed_transcript	CR925723.1	
ENSDARG00000096872	10		antisense	CU467963.1	
ENSDARG00000062427	2	clc-2a	protein_coding	clcn2a	100150892
ENSDARG00000062427	2	clcn2	protein_coding	clcn2a	100150892
ENSDARG00000062427	2	si:ch211-117k11.1	protein_coding	clcn2a	100150892
ENSDARG00000092118	13		processed_transcript	BX571701.1	
ENSDARG00000105069	6		processed_transcript	CR925723.3	
ENSDARG00000004372	23	fb74h11	protein_coding	fmnl3	407694
ENSDARG00000004372	23	si:ch73-60e21.1	protein_coding	fmnl3	407694
ENSDARG00000004372	23	wu:fb74h11	protein_coding	fmnl3	407694
ENSDARG00000044091	10	si:ch211-213e17.2	protein_coding	pitpnab	100333060
ENSDARG00000075826	17		protein_coding	msh4	559917
ENSDARG00000022350	20	DKEY-15J16.6	protein_coding	nek1	556002
ENSDARG00000022350	20	si:dkey-15j16.5	protein_coding	nek1	556002
ENSDARG00000022350	20	si:dkey-171k19.5	protein_coding	nek1	556002
ENSDARG00000022350	20	wu:fc38c08	protein_coding	nek1	556002
ENSDARG00000053480	7	aqp9	protein_coding	aqp9b	570191
ENSDARG00000042063	9		protein_coding	si:ch211-145c1.1	563686
ENSDARG00000063626	13	cb960	protein_coding	ddx21	799650
ENSDARG00000063626	13	wu:fi30c07	protein_coding	ddx21	799650
ENSDARG00000063626	13	wu:fi34d08	protein_coding	ddx21	799650
ENSDARG00000054319	21	wu:fb66a01	protein_coding	oxct1b	560273
ENSDARG00000054319	21	zgc:153275	protein_coding	oxct1b	560273
ENSDARG00000099216	16	fc09b04	protein_coding	atp8b2	
ENSDARG00000099216	16	wu:fc09b04	protein_coding	atp8b2	
ENSDARG00000101654	6		protein_coding	si:ch211-188c18.1	100034480
ENSDARG00000059781	2	si:ch211-234d8.1	protein_coding	atcayb	100329872
ENSDARG00000078227	25		protein_coding	cspg4	560393
ENSDARG00000105738	7		TEC	BX005319.1	
ENSDARG00000041830	9	id:ibd2900	protein_coding	tsn	334107
ENSDARG00000041830	9	wu:fb38b07	protein_coding	tsn	334107
ENSDARG00000041830	9	wu:fi31h02	protein_coding	tsn	334107
ENSDARG00000041830	9	zgc:123170	protein_coding	tsn	334107
ENSDARG00000100747	22		protein_coding	GUCA1A	100330921
ENSDARG00000105657	7		protein_coding	si:cabz01080528.1	110439911
ENSDARG00000019969	7	smarcd3	protein_coding	smarcd3b	562140
ENSDARG00000019969	7	smarcd3l	protein_coding	smarcd3b	562140
ENSDARG00000025285	15	panx1	protein_coding	panx1a	393890
ENSDARG00000025285	15	zgc:55631	protein_coding	panx1a	393890
ENSDARG00000012140	2	ccnl1	protein_coding	ccnl1b	326088
ENSDARG00000012140	2	fd99b09	protein_coding	ccnl1b	326088
ENSDARG00000012140	2	wu:fd99b09	protein_coding	ccnl1b	326088
ENSDARG00000012140	2	zgc:55544	protein_coding	ccnl1b	326088
ENSDARG00000021336	4	DKEY-146J3.4	protein_coding	pax4	561564
ENSDARG00000021336	4	si:dkey-146j3.3	protein_coding	pax4	561564
ENSDARG00000002394	10	si:ch211-250c16.1	protein_coding	ugt5d1	100415794
ENSDARG00000067925	7		protein_coding	sstr1b	557645
ENSDARG00000039351	10	CCL-chr10a	protein_coding	ccl19b	795469
ENSDARG00000039351	10	ccl19	protein_coding	ccl19b	795469
ENSDARG00000039351	10	Dr10_WGA780_1_413112	protein_coding	ccl19b	795469
ENSDARG00000039351	10	si:dkey-200l5.2	protein_coding	ccl19b	795469
ENSDARG00000068303	18		protein_coding	zgc:171509	100141339
ENSDARG00000038235	17	pkdcc	protein_coding	pkdccb	565254
ENSDARG00000038235	17	zmp:0000000596	protein_coding	pkdccb	565254
ENSDARG00000100296	5	si:dkey-79c1.2	protein_coding	pja2	565118
ENSDARG00000069817	9	zgc:165347	protein_coding	crygm2d17	561929
ENSDARG00000100944	22	grx2	protein_coding	glrx2	436677
ENSDARG00000100944	22	zgc:92698	protein_coding	glrx2	436677
ENSDARG00000005010	13		protein_coding	si:dkeyp-2e4.8	101886989
ENSDARG00000071558	22	fa28a10	protein_coding	fblim1	768160
ENSDARG00000071558	22	wu:fa28a10	protein_coding	fblim1	768160
ENSDARG00000071558	22	zgc:154176	protein_coding	fblim1	768160
ENSDARG00000105532	7	si:ch211-108m2.2	protein_coding	znf16l	570544
ENSDARG00000105532	7	zing finger 697 like	protein_coding	znf16l	570544
ENSDARG00000105532	7	znf697l	protein_coding	znf16l	570544
ENSDARG00000096990	15		protein_coding	si:ch1073-340i21.2	100004528
ENSDARG00000094646	4	fc18c09	protein_coding	dyrk2	557602
ENSDARG00000094646	4	si:ch211-266a5.8	protein_coding	dyrk2	557602
ENSDARG00000094646	4	wu:fa09g03	protein_coding	dyrk2	557602
ENSDARG00000094646	4	wu:fc18c09	protein_coding	dyrk2	557602
ENSDARG00000068365	8	alo	protein_coding	lmx1bb	554360
ENSDARG00000068365	8	lmx1b	protein_coding	lmx1bb	554360
ENSDARG00000068365	8	lmx1b.1	protein_coding	lmx1bb	554360
ENSDARG00000062752	7		protein_coding	mfap3l	557798
ENSDARG00000016674	3		protein_coding	FP102888.1	100006932
ENSDARG00000009208	6	fb09d10	protein_coding	prkcda	334571
ENSDARG00000009208	6	fv43b11	protein_coding	prkcda	334571
ENSDARG00000009208	6	prkcd	protein_coding	prkcda	334571
ENSDARG00000009208	6	wu:fb09d10	protein_coding	prkcda	334571
ENSDARG00000009208	6	wu:fv43b11	protein_coding	prkcda	334571
ENSDARG00000009208	6	zgc:56558	protein_coding	prkcda	334571
ENSDARG00000060564	17	zgc:153387	protein_coding	slc25a21	767694
ENSDARG00000028804	17	zgc:92109	protein_coding	ankrd9	492328
ENSDARG00000105782	7		protein_coding	CABZ01081777.1	100331748
ENSDARG00000011410	7		protein_coding	aadat	557979
ENSDARG00000011801	9	zgc:110828	protein_coding	wars2	503745
ENSDARG00000055874	1	si:ch211-198g9.2	protein_coding	cpe	407979
ENSDARG00000055874	1	zgc:85981	protein_coding	cpe	407979
ENSDARG00000059235	10		protein_coding	zgc:113274	552925
ENSDARG00000103643	25	kurzschluss	protein_coding	unc45a	550364
ENSDARG00000103643	25	kus	protein_coding	unc45a	550364
ENSDARG00000103643	25	zgc:112031	protein_coding	unc45a	550364
ENSDARG00000096623	1		protein_coding	si:ch211-1f22.13	
ENSDARG00000097635	15	fb18f06	protein_coding	wu:fb18f06	
