Gene stable ID	Gene name	Chromosome/scaffold name	Gene Synonym	Gene type	NCBI gene (formerly Entrezgene) ID
FBgn0031322	CG5001	2L	CG5001	protein_coding	33308
FBgn0031322	CG5001	2L	CG5001	protein_coding	33308
FBgn0031323	CG5139	2L	CG5139	protein_coding	33309
FBgn0031323	CG5139	2L	CG5139	protein_coding	33309
FBgn0263080	CG43348	2L	CG43348	protein_coding	12797872
FBgn0263080	CG43348	2L	CG43348	protein_coding	12797872
FBgn0263081	CG43349	2L	CG43349	protein_coding	12797873
FBgn0263081	CG43349	2L	CG43349	protein_coding	12797873
FBgn0040723	CG5011	2L	CG5011	protein_coding	50196
FBgn0040723	CG5011	2L	CG5011	protein_coding	50196
FBgn0031324	CG14342	2L	CG14342	protein_coding	33310
FBgn0031324	CG14342	2L	CG14342	protein_coding	33310
FBgn0266885	lncRNA:CR45346	2L	lncRNA:CR45346	ncRNA	19835817
FBgn0266885	lncRNA:CR45346	2L	lncRNA:CR45346	ncRNA	19835817
FBgn0262944	lncRNA:CR43263	2L	lncRNA:CR43263	ncRNA	12797874
FBgn0262944	lncRNA:CR43263	2L	lncRNA:CR43263	ncRNA	12797874
FBgn0259229	CG42329	2L	CG42329	protein_coding	33312
FBgn0259229	CG42329	2L	CG42329	protein_coding	33312
FBgn0031327	CG5397	2L	CG5397	protein_coding	33313
FBgn0031327	CG5397	2L	CG5397	protein_coding	33313
FBgn0041097	robo3	2L	robo3	protein_coding	33314
FBgn0041097	robo3	2L	robo3	protein_coding	33314
FBgn0011294	a5	2L	a5	protein_coding	33317
FBgn0011294	a5	2L	a5	protein_coding	33317
FBgn0011294	a5	2L	a5	protein_coding	33317
FBgn0031331	CG5440	2L	CG5440	protein_coding	33318
FBgn0031331	CG5440	2L	CG5440	protein_coding	33318
FBgn0031331	CG5440	2L	CG5440	protein_coding	33318
FBgn0053923	CG33923	2L	CG33923	protein_coding	3772652
FBgn0053923	CG33923	2L	CG33923	protein_coding	3772652
FBgn0053923	CG33923	2L	CG33923	protein_coding	3772652
FBgn0053922	CG33922	2L	CG33922	protein_coding	3771945
FBgn0053922	CG33922	2L	CG33922	protein_coding	3771945
FBgn0053922	CG33922	2L	CG33922	protein_coding	3771945
FBgn0026141	Cdlc2	2L	Cdlc2	protein_coding	33319
FBgn0026141	Cdlc2	2L	Cdlc2	protein_coding	33319
FBgn0026141	Cdlc2	2L	Cdlc2	protein_coding	33319
FBgn0266357	lncRNA:CR45005	2L	lncRNA:CR45005	ncRNA	19834729
FBgn0266357	lncRNA:CR45005	2L	lncRNA:CR45005	ncRNA	19834729
FBgn0266357	lncRNA:CR45005	2L	lncRNA:CR45005	ncRNA	19834729
FBgn0266358	lncRNA:CR45006	2L	lncRNA:CR45006	ncRNA	19835368
FBgn0266358	lncRNA:CR45006	2L	lncRNA:CR45006	ncRNA	19835368
FBgn0266358	lncRNA:CR45006	2L	lncRNA:CR45006	ncRNA	19835368
FBgn0031332	CG5556	2L	CG5556	protein_coding	33320
FBgn0031332	CG5556	2L	CG5556	protein_coding	33320
FBgn0031332	CG5556	2L	CG5556	protein_coding	33320
FBgn0031333	CG5561	2L	CG5561	protein_coding	33321
FBgn0031333	CG5561	2L	CG5561	protein_coding	33321
FBgn0031333	CG5561	2L	CG5561	protein_coding	33321
FBgn0051924	CG31924	2L	CG31924	protein_coding	319030
FBgn0051924	CG31924	2L	CG31924	protein_coding	319030
FBgn0051924	CG31924	2L	CG31924	protein_coding	319030
FBgn0031335	CG5565	2L	CG5565	protein_coding	33323
FBgn0031335	CG5565	2L	CG5565	protein_coding	33323
FBgn0031335	CG5565	2L	CG5565	protein_coding	33323
FBgn0051659	CG31659	2L	CG31659	protein_coding	318875
FBgn0051659	CG31659	2L	CG31659	protein_coding	318875
FBgn0051659	CG31659	2L	CG31659	protein_coding	318875
FBgn0053126	NLaz	2L	NLaz	protein_coding	33324
FBgn0053126	NLaz	2L	NLaz	protein_coding	33324
FBgn0053126	NLaz	2L	NLaz	protein_coding	33324
FBgn0031337	CG14346	2L	CG14346	protein_coding	33325
FBgn0031337	CG14346	2L	CG14346	protein_coding	33325
FBgn0031337	CG14346	2L	CG14346	protein_coding	33325
FBgn0266203	lncRNA:CR44898	2L	lncRNA:CR44898	ncRNA	19835193
FBgn0266203	lncRNA:CR44898	2L	lncRNA:CR44898	ncRNA	19835193
FBgn0266203	lncRNA:CR44898	2L	lncRNA:CR44898	ncRNA	19835193
FBgn0002543	robo2	2L	robo2	protein_coding	44522
FBgn0002543	robo2	2L	robo2	protein_coding	44522
FBgn0002543	robo2	2L	robo2	protein_coding	44522
FBgn0266202	asRNA:CR44897	2L	asRNA:CR44897	ncRNA	19836205
FBgn0266202	asRNA:CR44897	2L	asRNA:CR44897	ncRNA	19836205
FBgn0266202	asRNA:CR44897	2L	asRNA:CR44897	ncRNA	19836205
FBgn0263320	CG43401	2L	CG43401	protein_coding	12797875
FBgn0263320	CG43401	2L	CG43401	protein_coding	12797875
FBgn0263320	CG43401	2L	CG43401	protein_coding	12797875
FBgn0003926	snRNA:U3	2L	snRNA:U3	snRNA	3772609
FBgn0003926	snRNA:U3	2L	snRNA:U3	snRNA	3772609
FBgn0003926	snRNA:U3	2L	snRNA:U3	snRNA	3772609
FBgn0263321	CG43402	2L	CG43402	protein_coding	12797876
FBgn0263321	CG43402	2L	CG43402	protein_coding	12797876
FBgn0263321	CG43402	2L	CG43402	protein_coding	12797876
FBgn0051928	CG31928	2L	CG31928	protein_coding	326175
FBgn0051928	CG31928	2L	CG31928	protein_coding	326175
FBgn0051928	CG31928	2L	CG31928	protein_coding	326175
FBgn0053128	CG33128	2L	CG33128	protein_coding	326263
FBgn0053128	CG33128	2L	CG33128	protein_coding	326263
FBgn0053128	CG33128	2L	CG33128	protein_coding	326263
FBgn0051926	CG31926	2L	CG31926	protein_coding	326174
FBgn0051926	CG31926	2L	CG31926	protein_coding	326174
FBgn0051926	CG31926	2L	CG31926	protein_coding	326174
FBgn0051661	CG31661	2L	CG31661	protein_coding	33330
FBgn0051661	CG31661	2L	CG31661	protein_coding	33330
FBgn0051661	CG31661	2L	CG31661	protein_coding	33330
FBgn0031343	CG18131	2L	CG18131	protein_coding	33331
FBgn0031343	CG18131	2L	CG18131	protein_coding	33331
FBgn0031343	CG18131	2L	CG18131	protein_coding	33331
FBgn0031344	CG7420	2L	CG7420	protein_coding	33332
FBgn0031344	CG7420	2L	CG7420	protein_coding	33332
FBgn0031344	CG7420	2L	CG7420	protein_coding	33332
FBgn0264873	asRNA:CR44064	2L	asRNA:CR44064	ncRNA	14462659
FBgn0264873	asRNA:CR44064	2L	asRNA:CR44064	ncRNA	14462659
FBgn0264873	asRNA:CR44064	2L	asRNA:CR44064	ncRNA	14462659
FBgn0031345	CG18132	2L	CG18132	protein_coding	33333
FBgn0031345	CG18132	2L	CG18132	protein_coding	33333
FBgn0031345	CG18132	2L	CG18132	protein_coding	33333
FBgn0001174	halo	2L	halo	protein_coding	33334
FBgn0001174	halo	2L	halo	protein_coding	33334
FBgn0001174	halo	2L	halo	protein_coding	33334
FBgn0026398	Or22a	2L	Or22a	protein_coding	33335
FBgn0026398	Or22a	2L	Or22a	protein_coding	33335
FBgn0026398	Or22a	2L	Or22a	protein_coding	33335
FBgn0026397	Or22b	2L	Or22b	protein_coding	33336
FBgn0026397	Or22b	2L	Or22b	protein_coding	33336
FBgn0026397	Or22b	2L	Or22b	protein_coding	33336
FBgn0261509	haf	2L	haf	protein_coding	33339
FBgn0261509	haf	2L	haf	protein_coding	33339
FBgn0261509	haf	2L	haf	protein_coding	33339
FBgn0031347	CG10869	2L	CG10869	protein_coding	33337
FBgn0031347	CG10869	2L	CG10869	protein_coding	33337
FBgn0031347	CG10869	2L	CG10869	protein_coding	33337
FBgn0051935	CG31935	2L	CG31935	protein_coding	33338
FBgn0051935	CG31935	2L	CG31935	protein_coding	33338
FBgn0051935	CG31935	2L	CG31935	protein_coding	33338
FBgn0031351	CG14352	2L	CG14352	protein_coding	33341
FBgn0031351	CG14352	2L	CG14352	protein_coding	33341
FBgn0031351	CG14352	2L	CG14352	protein_coding	33341
FBgn0021906	RFeSP	2L	RFeSP	protein_coding	44390
FBgn0021906	RFeSP	2L	RFeSP	protein_coding	44390
FBgn0021906	RFeSP	2L	RFeSP	protein_coding	44390
FBgn0265814	lncRNA:CR44603	2L	lncRNA:CR44603	ncRNA	19835151
FBgn0265814	lncRNA:CR44603	2L	lncRNA:CR44603	ncRNA	19835151
FBgn0265814	lncRNA:CR44603	2L	lncRNA:CR44603	ncRNA	19835151
FBgn0267259	lncRNA:CR45695	2L	lncRNA:CR45695	ncRNA	19835756
FBgn0267259	lncRNA:CR45695	2L	lncRNA:CR45695	ncRNA	19835756
FBgn0267259	lncRNA:CR45695	2L	lncRNA:CR45695	ncRNA	19835756
FBgn0086758	chinmo	2L	chinmo	protein_coding	33343
FBgn0086758	chinmo	2L	chinmo	protein_coding	33343
FBgn0086758	chinmo	2L	chinmo	protein_coding	33343
FBgn0011570	cpb	2L	cpb	protein_coding	33346
FBgn0011570	cpb	2L	cpb	protein_coding	33346
FBgn0011570	cpb	2L	cpb	protein_coding	33346
FBgn0031356	CG17660	2L	CG17660	protein_coding	33347
FBgn0031356	CG17660	2L	CG17660	protein_coding	33347
FBgn0031356	CG17660	2L	CG17660	protein_coding	33347
FBgn0266311	asRNA:CR44976	2L	asRNA:CR44976	ncRNA	19834890
FBgn0266311	asRNA:CR44976	2L	asRNA:CR44976	ncRNA	19834890
FBgn0266311	asRNA:CR44976	2L	asRNA:CR44976	ncRNA	19834890
FBgn0031357	mRpL48	2L	mRpL48	protein_coding	33348
FBgn0031357	mRpL48	2L	mRpL48	protein_coding	33348
FBgn0031357	mRpL48	2L	mRpL48	protein_coding	33348
FBgn0086698	frtz	2L	frtz	protein_coding	33349
FBgn0086698	frtz	2L	frtz	protein_coding	33349
FBgn0086698	frtz	2L	frtz	protein_coding	33349
FBgn0031359	Rim2	2L	Rim2	protein_coding	33350
FBgn0031359	Rim2	2L	Rim2	protein_coding	33350
FBgn0031359	Rim2	2L	Rim2	protein_coding	33350
FBgn0000579	Eno	2L	Eno	protein_coding	33351
FBgn0000579	Eno	2L	Eno	protein_coding	33351
FBgn0000579	Eno	2L	Eno	protein_coding	33351
FBgn0260648	Rrp40	2L	Rrp40	protein_coding	319033
FBgn0260648	Rrp40	2L	Rrp40	protein_coding	319033
FBgn0260648	Rrp40	2L	Rrp40	protein_coding	319033
FBgn0031360	CG31937	2L	CG31937	protein_coding	326177
FBgn0031360	CG31937	2L	CG31937	protein_coding	326177
FBgn0031360	CG31937	2L	CG31937	protein_coding	326177
FBgn0031361	CG17652	2L	CG17652	protein_coding	33353
FBgn0031361	CG17652	2L	CG17652	protein_coding	33353
FBgn0031361	CG17652	2L	CG17652	protein_coding	33353
FBgn0264494	CG17646	2L	CG17646	protein_coding	33354
FBgn0264494	CG17646	2L	CG17646	protein_coding	33354
FBgn0264494	CG17646	2L	CG17646	protein_coding	33354
FBgn0027597	CG17712	2L	CG17712	protein_coding	33356
FBgn0027597	CG17712	2L	CG17712	protein_coding	33356
FBgn0027597	CG17712	2L	CG17712	protein_coding	33356
FBgn0031364	CG17648	2L	CG17648	protein_coding	33357
FBgn0031364	CG17648	2L	CG17648	protein_coding	33357
FBgn0031364	CG17648	2L	CG17648	protein_coding	33357
FBgn0041249	Gr22f	2L	Gr22f	protein_coding	117349
FBgn0041249	Gr22f	2L	Gr22f	protein_coding	117349
FBgn0041249	Gr22f	2L	Gr22f	protein_coding	117349
FBgn0031365	CG17650	2L	CG17650	protein_coding	33358
FBgn0031365	CG17650	2L	CG17650	protein_coding	33358
FBgn0031365	CG17650	2L	CG17650	protein_coding	33358
FBgn0045497	Gr22e	2L	Gr22e	protein_coding	117498
FBgn0045497	Gr22e	2L	Gr22e	protein_coding	117498
FBgn0045497	Gr22e	2L	Gr22e	protein_coding	117498
FBgn0045498	Gr22d	2L	Gr22d	protein_coding	14462661
FBgn0045498	Gr22d	2L	Gr22d	protein_coding	14462661
FBgn0045498	Gr22d	2L	Gr22d	protein_coding	14462661
FBgn0265138	Gr22c	2L	Gr22c	protein_coding	117499
FBgn0265138	Gr22c	2L	Gr22c	protein_coding	117499
FBgn0265138	Gr22c	2L	Gr22c	protein_coding	117499
FBgn0045500	Gr22b	2L	Gr22b	protein_coding	117492
FBgn0045500	Gr22b	2L	Gr22b	protein_coding	117492
FBgn0045500	Gr22b	2L	Gr22b	protein_coding	117492
FBgn0045501	Gr22a	2L	Gr22a	protein_coding	117500
FBgn0045501	Gr22a	2L	Gr22a	protein_coding	117500
FBgn0045501	Gr22a	2L	Gr22a	protein_coding	117500
FBgn0051933	CG31933	2L	CG31933	protein_coding	326176
FBgn0051933	CG31933	2L	CG31933	protein_coding	326176
FBgn0051933	CG31933	2L	CG31933	protein_coding	326176
FBgn0051664	CG31664	2L	CG31664	protein_coding	33359
FBgn0051664	CG31664	2L	CG31664	protein_coding	33359
FBgn0051664	CG31664	2L	CG31664	protein_coding	33359
FBgn0031367	c-cup	2L	c-cup	protein_coding	33360
FBgn0031367	c-cup	2L	c-cup	protein_coding	33360
FBgn0031367	c-cup	2L	c-cup	protein_coding	33360
FBgn0262275	mir-2280	2L	mir-2280	pre_miRNA	12797877
FBgn0262275	mir-2280	2L	mir-2280	pre_miRNA	12797877
FBgn0262275	mir-2280	2L	mir-2280	pre_miRNA	12797877
FBgn0051665	wry	2L	wry	protein_coding	33361
FBgn0051665	wry	2L	wry	protein_coding	33361
FBgn0051665	wry	2L	wry	protein_coding	33361
FBgn0264882	lncRNA:CR44073	2L	lncRNA:CR44073	ncRNA	14462662
FBgn0264882	lncRNA:CR44073	2L	lncRNA:CR44073	ncRNA	14462662
FBgn0264882	lncRNA:CR44073	2L	lncRNA:CR44073	ncRNA	14462662
FBgn0264883	lncRNA:CR44074	2L	lncRNA:CR44074	ncRNA	14462663
FBgn0264883	lncRNA:CR44074	2L	lncRNA:CR44074	ncRNA	14462663
FBgn0264883	lncRNA:CR44074	2L	lncRNA:CR44074	ncRNA	14462663
FBgn0051663	CG31663	2L	CG31663	protein_coding	33363
FBgn0051663	CG31663	2L	CG31663	protein_coding	33363
FBgn0051663	CG31663	2L	CG31663	protein_coding	33363
FBgn0031372	CG7295	2L	CG7295	protein_coding	33365
FBgn0031372	CG7295	2L	CG7295	protein_coding	33365
FBgn0031372	CG7295	2L	CG7295	protein_coding	33365
FBgn0264884	lncRNA:CR44075	2L	lncRNA:CR44075	ncRNA	14462664
FBgn0264884	lncRNA:CR44075	2L	lncRNA:CR44075	ncRNA	14462664
FBgn0264884	lncRNA:CR44075	2L	lncRNA:CR44075	ncRNA	14462664
FBgn0031373	CG15358	2L	CG15358	protein_coding	33366
FBgn0031373	CG15358	2L	CG15358	protein_coding	33366
FBgn0031373	CG15358	2L	CG15358	protein_coding	33366
FBgn0031374	Wdr62	2L	Wdr62	protein_coding	33367
FBgn0031374	Wdr62	2L	Wdr62	protein_coding	33367
FBgn0031374	Wdr62	2L	Wdr62	protein_coding	33367
FBgn0011859	tRNA:Gly-GCC-1-1	2L	tRNA:Gly-GCC-1-1	tRNA	3771881
FBgn0011859	tRNA:Gly-GCC-1-1	2L	tRNA:Gly-GCC-1-1	tRNA	3771881
FBgn0011859	tRNA:Gly-GCC-1-1	2L	tRNA:Gly-GCC-1-1	tRNA	3771881
FBgn0040719	CG15357	2L	CG15357	protein_coding	50192
FBgn0040719	CG15357	2L	CG15357	protein_coding	50192
FBgn0040719	CG15357	2L	CG15357	protein_coding	50192
FBgn0053673	CG33673	2L	CG33673	protein_coding	3772423
FBgn0053673	CG33673	2L	CG33673	protein_coding	3772423
FBgn0053673	CG33673	2L	CG33673	protein_coding	3772423
FBgn0031375	erm	2L	erm	protein_coding	326152
FBgn0031375	erm	2L	erm	protein_coding	326152
FBgn0031375	erm	2L	erm	protein_coding	326152
FBgn0051942	tRNA:Arg-TCT-2-1	2L	tRNA:Arg-TCT-2-1	tRNA	3772425
FBgn0051942	tRNA:Arg-TCT-2-1	2L	tRNA:Arg-TCT-2-1	tRNA	3772425
FBgn0051942	tRNA:Arg-TCT-2-1	2L	tRNA:Arg-TCT-2-1	tRNA	3772425
FBgn0267972	Der-1	2L	Der-1	protein_coding	33369
FBgn0267972	Der-1	2L	Der-1	protein_coding	33369
FBgn0267972	Der-1	2L	Der-1	protein_coding	33369
FBgn0031377	CG15356	2L	CG15356	protein_coding	33370
FBgn0031377	CG15356	2L	CG15356	protein_coding	33370
FBgn0031377	CG15356	2L	CG15356	protein_coding	33370
FBgn0031378	CG15362	2L	CG15362	protein_coding	33371
FBgn0031378	CG15362	2L	CG15362	protein_coding	33371
FBgn0031378	CG15362	2L	CG15362	protein_coding	33371
FBgn0031379	CG7289	2L	CG7289	protein_coding	33372
FBgn0031379	CG7289	2L	CG7289	protein_coding	33372
FBgn0031379	CG7289	2L	CG7289	protein_coding	33372
FBgn0001125	Got2	2L	Got2	protein_coding	33373
FBgn0001125	Got2	2L	Got2	protein_coding	33373
FBgn0001125	Got2	2L	Got2	protein_coding	33373
FBgn0031381	Npc2a	2L	Npc2a	protein_coding	33374
FBgn0031381	Npc2a	2L	Npc2a	protein_coding	33374
FBgn0031381	Npc2a	2L	Npc2a	protein_coding	33374
FBgn0262148	lncRNA:CR42874	2L	lncRNA:CR42874	ncRNA	10178915
FBgn0262148	lncRNA:CR42874	2L	lncRNA:CR42874	ncRNA	10178915
FBgn0262148	lncRNA:CR42874	2L	lncRNA:CR42874	ncRNA	10178915
FBgn0043539	Obp22a	2L	Obp22a	protein_coding	246672
FBgn0043539	Obp22a	2L	Obp22a	protein_coding	246672
FBgn0043539	Obp22a	2L	Obp22a	protein_coding	246672
FBgn0053543	CG33543	2L	CG33543	protein_coding	3346207
FBgn0053543	CG33543	2L	CG33543	protein_coding	3346207
FBgn0053543	CG33543	2L	CG33543	protein_coding	3346207
FBgn0263441	asRNA:CR43464	2L	asRNA:CR43464	ncRNA	12797878
FBgn0263441	asRNA:CR43464	2L	asRNA:CR43464	ncRNA	12797878
FBgn0263441	asRNA:CR43464	2L	asRNA:CR43464	ncRNA	12797878
FBgn0040718	CG15353	2L	CG15353	protein_coding	50191
FBgn0040718	CG15353	2L	CG15353	protein_coding	50191
FBgn0040718	CG15353	2L	CG15353	protein_coding	50191
FBgn0267276	asRNA:CR45712	2L	asRNA:CR45712	ncRNA	19834900
FBgn0267276	asRNA:CR45712	2L	asRNA:CR45712	ncRNA	19834900
FBgn0267276	asRNA:CR45712	2L	asRNA:CR45712	ncRNA	19834900
FBgn0040717	Nplp4	2L	Nplp4	protein_coding	50190
FBgn0040717	Nplp4	2L	Nplp4	protein_coding	50190
FBgn0040717	Nplp4	2L	Nplp4	protein_coding	50190
FBgn0051943	tRNA:Gln-CTG-2-2	2L	tRNA:Gln-CTG-2-2	tRNA	3772350
FBgn0051943	tRNA:Gln-CTG-2-2	2L	tRNA:Gln-CTG-2-2	tRNA	3772350
FBgn0051943	tRNA:Gln-CTG-2-2	2L	tRNA:Gln-CTG-2-2	tRNA	3772350
FBgn0051944	tRNA:Gln-CTG-2-3	2L	tRNA:Gln-CTG-2-3	tRNA	3772629
FBgn0051944	tRNA:Gln-CTG-2-3	2L	tRNA:Gln-CTG-2-3	tRNA	3772629
FBgn0051944	tRNA:Gln-CTG-2-3	2L	tRNA:Gln-CTG-2-3	tRNA	3772629
FBgn0031384	CG4238	2L	CG4238	protein_coding	33377
FBgn0031384	CG4238	2L	CG4238	protein_coding	33377
FBgn0031384	CG4238	2L	CG4238	protein_coding	33377
FBgn0051939	tRNA:Gln-CTG-2-4	2L	tRNA:Gln-CTG-2-4	tRNA	3772443
FBgn0051939	tRNA:Gln-CTG-2-4	2L	tRNA:Gln-CTG-2-4	tRNA	3772443
FBgn0051939	tRNA:Gln-CTG-2-4	2L	tRNA:Gln-CTG-2-4	tRNA	3772443
FBgn0051940	tRNA:Gln-CTG-3-1	2L	tRNA:Gln-CTG-3-1	tRNA	3772267
FBgn0051940	tRNA:Gln-CTG-3-1	2L	tRNA:Gln-CTG-3-1	tRNA	3772267
FBgn0051940	tRNA:Gln-CTG-3-1	2L	tRNA:Gln-CTG-3-1	tRNA	3772267
FBgn0051669	tRNA:Gln-CTG-2-5	2L	tRNA:Gln-CTG-2-5	tRNA	3772558
FBgn0051669	tRNA:Gln-CTG-2-5	2L	tRNA:Gln-CTG-2-5	tRNA	3772558
FBgn0051669	tRNA:Gln-CTG-2-5	2L	tRNA:Gln-CTG-2-5	tRNA	3772558
FBgn0286732	snoRNA:Or-CD14	2L	snoRNA:Or-CD14	snoRNA	39877416
FBgn0286732	snoRNA:Or-CD14	2L	snoRNA:Or-CD14	snoRNA	39877416
FBgn0286732	snoRNA:Or-CD14	2L	snoRNA:Or-CD14	snoRNA	39877416
FBgn0011860	tRNA:Gly-GCC-1-2	2L	tRNA:Gly-GCC-1-2	tRNA	3772114
FBgn0011860	tRNA:Gly-GCC-1-2	2L	tRNA:Gly-GCC-1-2	tRNA	3772114
FBgn0011860	tRNA:Gly-GCC-1-2	2L	tRNA:Gly-GCC-1-2	tRNA	3772114
FBgn0259192	CG42296	2L	CG42296	protein_coding	53544
FBgn0259192	CG42296	2L	CG42296	protein_coding	53544
FBgn0259192	CG42296	2L	CG42296	protein_coding	53544
FBgn0259230	lectin-22C	2L	lectin-22C	protein_coding	7354375
FBgn0259230	lectin-22C	2L	lectin-22C	protein_coding	7354375
FBgn0259230	lectin-22C	2L	lectin-22C	protein_coding	7354375
FBgn0003557	Su(dx)	2L	Su(dx)	protein_coding	33379
FBgn0003557	Su(dx)	2L	Su(dx)	protein_coding	33379
FBgn0003557	Su(dx)	2L	Su(dx)	protein_coding	33379
FBgn0266836	lncRNA:CR45298	2L	lncRNA:CR45298	ncRNA	19835189
FBgn0266836	lncRNA:CR45298	2L	lncRNA:CR45298	ncRNA	19835189
FBgn0266836	lncRNA:CR45298	2L	lncRNA:CR45298	ncRNA	19835189
FBgn0028952	Kebab	2L	Kebab	protein_coding	48440
FBgn0028952	Kebab	2L	Kebab	protein_coding	48440
FBgn0028952	Kebab	2L	Kebab	protein_coding	48440
FBgn0026396	Or22c	2L	Or22c	protein_coding	33381
FBgn0026396	Or22c	2L	Or22c	protein_coding	33381
FBgn0026396	Or22c	2L	Or22c	protein_coding	33381
FBgn0053516	dpr3	2L	dpr3	protein_coding	3346208
FBgn0053516	dpr3	2L	dpr3	protein_coding	3346208
FBgn0053516	dpr3	2L	dpr3	protein_coding	3346208
FBgn0031388	CG12674	2L	CG12674	protein_coding	33384
FBgn0031388	CG12674	2L	CG12674	protein_coding	33384
FBgn0031388	CG12674	2L	CG12674	protein_coding	33384
FBgn0266043	lncRNA:CR44808	2L	lncRNA:CR44808	ncRNA	19834736
FBgn0266043	lncRNA:CR44808	2L	lncRNA:CR44808	ncRNA	19834736
FBgn0266043	lncRNA:CR44808	2L	lncRNA:CR44808	ncRNA	19834736
FBgn0264864	lncRNA:CR44055	2L	lncRNA:CR44055	ncRNA	14462665
FBgn0264864	lncRNA:CR44055	2L	lncRNA:CR44055	ncRNA	14462665
FBgn0264864	lncRNA:CR44055	2L	lncRNA:CR44055	ncRNA	14462665
FBgn0031389	CG4259	2L	CG4259	protein_coding	33385
FBgn0031389	CG4259	2L	CG4259	protein_coding	33385
FBgn0031389	CG4259	2L	CG4259	protein_coding	33385
FBgn0004507	GlyP	2L	GlyP	protein_coding	33386
FBgn0004507	GlyP	2L	GlyP	protein_coding	33386
FBgn0004507	GlyP	2L	GlyP	protein_coding	33386
FBgn0031390	tho2	2L	tho2	protein_coding	326153
FBgn0031390	tho2	2L	tho2	protein_coding	326153
FBgn0031390	tho2	2L	tho2	protein_coding	326153
FBgn0031391	CG11723	2L	CG11723	protein_coding	33388
FBgn0031391	CG11723	2L	CG11723	protein_coding	33388
FBgn0031391	CG11723	2L	CG11723	protein_coding	33388
FBgn0027509	TBCD	2L	TBCD	protein_coding	33389
FBgn0027509	TBCD	2L	TBCD	protein_coding	33389
FBgn0027509	TBCD	2L	TBCD	protein_coding	33389
FBgn0031392	AIF	2L	AIF	protein_coding	33390
FBgn0031392	AIF	2L	AIF	protein_coding	33390
FBgn0031392	AIF	2L	AIF	protein_coding	33390
FBgn0031393	CG15382	2L	CG15382	protein_coding	33391
FBgn0031393	CG15382	2L	CG15382	protein_coding	33391
FBgn0031393	CG15382	2L	CG15382	protein_coding	33391
FBgn0000097	aop	2L	aop	protein_coding	33392
FBgn0000097	aop	2L	aop	protein_coding	33392
FBgn0000097	aop	2L	aop	protein_coding	33392
FBgn0265017	lncRNA:CR43751	2L	lncRNA:CR43751	ncRNA	14462666
FBgn0265017	lncRNA:CR43751	2L	lncRNA:CR43751	ncRNA	14462666
FBgn0265017	lncRNA:CR43751	2L	lncRNA:CR43751	ncRNA	14462666
FBgn0264875	lncRNA:CR44066	2L	lncRNA:CR44066	ncRNA	14462667
FBgn0264875	lncRNA:CR44066	2L	lncRNA:CR44066	ncRNA	14462667
FBgn0264875	lncRNA:CR44066	2L	lncRNA:CR44066	ncRNA	14462667
FBgn0051946	tRNA:Arg-TCT-3-1	2L	tRNA:Arg-TCT-3-1	tRNA	3771849
FBgn0051946	tRNA:Arg-TCT-3-1	2L	tRNA:Arg-TCT-3-1	tRNA	3771849
FBgn0051946	tRNA:Arg-TCT-3-1	2L	tRNA:Arg-TCT-3-1	tRNA	3771849
FBgn0266828	lncRNA:CR45290	2L	lncRNA:CR45290	ncRNA	19835529
FBgn0266828	lncRNA:CR45290	2L	lncRNA:CR45290	ncRNA	19835529
FBgn0266828	lncRNA:CR45290	2L	lncRNA:CR45290	ncRNA	19835529
FBgn0031395	CG10874	2L	CG10874	protein_coding	33394
FBgn0031395	CG10874	2L	CG10874	protein_coding	33394
FBgn0031395	CG10874	2L	CG10874	protein_coding	33394
FBgn0264874	asRNA:CR44065	2L	asRNA:CR44065	ncRNA	14462668
FBgn0264874	asRNA:CR44065	2L	asRNA:CR44065	ncRNA	14462668
FBgn0264874	asRNA:CR44065	2L	asRNA:CR44065	ncRNA	14462668
FBgn0085201	CG34172	2L	CG34172	protein_coding	5740746
FBgn0085201	CG34172	2L	CG34172	protein_coding	5740746
FBgn0085201	CG34172	2L	CG34172	protein_coding	5740746
FBgn0051668	CG31668	2L	CG31668	protein_coding	33395
FBgn0051668	CG31668	2L	CG31668	protein_coding	33395
FBgn0051668	CG31668	2L	CG31668	protein_coding	33395
FBgn0053124	CG33124	2L	CG33124	protein_coding	318891
FBgn0053124	CG33124	2L	CG33124	protein_coding	318891
FBgn0053124	CG33124	2L	CG33124	protein_coding	318891
FBgn0031397	CG15385	2L	CG15385	protein_coding	33396
FBgn0031397	CG15385	2L	CG15385	protein_coding	33396
FBgn0031397	CG15385	2L	CG15385	protein_coding	33396
FBgn0010288	Uch	2L	Uch	protein_coding	33397
FBgn0010288	Uch	2L	Uch	protein_coding	33397
FBgn0010288	Uch	2L	Uch	protein_coding	33397
FBgn0085203	CG34174	2L	CG34174	protein_coding	5740699
FBgn0085203	CG34174	2L	CG34174	protein_coding	5740699
FBgn0085203	CG34174	2L	CG34174	protein_coding	5740699
FBgn0031398	daed	2L	daed	protein_coding	33398
FBgn0031398	daed	2L	daed	protein_coding	33398
FBgn0031398	daed	2L	daed	protein_coding	33398
FBgn0040715	CG15386	2L	CG15386	protein_coding	50188
FBgn0040715	CG15386	2L	CG15386	protein_coding	50188
FBgn0040715	CG15386	2L	CG15386	protein_coding	50188
FBgn0259717	CG42371	2L	CG42371	protein_coding	7354476
FBgn0259717	CG42371	2L	CG42371	protein_coding	7354476
