NCBI gene (formerly Entrezgene) ID	Gene stable ID	Chromosome/scaffold name	Gene Synonym	Gene type	Gene name
120100202	ENSRNOG00000056231	1		snRNA	U6
108349838	ENSRNOG00000063054	1		protein_coding	Vom1r51
311799	ENSRNOG00000010616	3	LOC311799	protein_coding	Ndor1
	ENSRNOG00000069366	3		lncRNA	
	ENSRNOG00000067565	2		lncRNA	
685666	ENSRNOG00000013671	1	LOC298457	protein_coding	Vom2r9
685666	ENSRNOG00000013671	1	LOC685666	protein_coding	Vom2r9
685666	ENSRNOG00000013671	1	RGD1564755	protein_coding	Vom2r9
308807	ENSRNOG00000017307	1	MGC94216	protein_coding	Prss23
	ENSRNOG00000065133	1		lncRNA	
120100401	ENSRNOG00000066105	1		snoRNA	
120100236	ENSRNOG00000064098	1		snoRNA	SNORD115
100526617	ENSRNOG00000035580	1	Mir9b-3	miRNA	Mir3597-3
100526617	ENSRNOG00000035580	1	rno-mir-3597-3	miRNA	Mir3597-3
100526617	ENSRNOG00000035580	1	rno-mir-9b-3	miRNA	Mir3597-3
84391	ENSRNOG00000014000	2	Kif2	protein_coding	Kif2a
120100399	ENSRNOG00000056252	1		snoRNA	AABR07005801.1
	ENSRNOG00000067915	1		lncRNA	
362191	ENSRNOG00000037356	3	Atpbd4	protein_coding	Dph6
362191	ENSRNOG00000037356	3	LOC362191	protein_coding	Dph6
362191	ENSRNOG00000037356	3	RGD1310006	protein_coding	Dph6
293214	ENSRNOG00000015649	1	ratchr1-160844789-160845757_ORF	protein_coding	Olr68
	ENSRNOG00000067235	2		lncRNA	
	ENSRNOG00000064348	2		lncRNA	
120100498	ENSRNOG00000054785	1		snRNA	U4
308584	ENSRNOG00000020942	1	MGC72599	protein_coding	Plekha4
308584	ENSRNOG00000020942	1	PEPP-1	protein_coding	Plekha4
120101448	ENSRNOG00000070165	3	Olr483_predicted	protein_coding	Olr483
156275	ENSRNOG00000018441	3	GGT 7	protein_coding	Ggt7
156275	ENSRNOG00000018441	3	Ggtl3	protein_coding	Ggt7
	ENSRNOG00000069629	1		miRNA	
120100272	ENSRNOG00000065481	1		snoRNA	SNORD115
311209	ENSRNOG00000008738	3	LOC311209	protein_coding	Tp53i11
311209	ENSRNOG00000008738	3	Trp53i11	protein_coding	Tp53i11
293808	ENSRNOG00000032600	1	ratchr1-217014288-217015247_ORF	protein_coding	Olr375
	ENSRNOG00000070892	2		lncRNA	
120100127	ENSRNOG00000067951	1		snRNA	U6
	ENSRNOG00000067817	1		lncRNA	
502710	ENSRNOG00000061080	4	LOC502710	protein_coding	Kmt2c
171062	ENSRNOG00000017749	1		protein_coding	Nkg7
120100198	ENSRNOG00000061288	1		snRNA	U6
685076	ENSRNOG00000017079	1	LOC685076	protein_coding	Pgm2l1
246146	ENSRNOG00000017795	1		protein_coding	Hspbp1
24553	ENSRNOG00000052745	4	c-Met	protein_coding	Met
24553	ENSRNOG00000052745	4	Hgfr	protein_coding	Met
120100276	ENSRNOG00000061338	1		snoRNA	SNORD115
100526598	ENSRNOG00000065787	1	Mir3584-1	miRNA	Mir3584
100526598	ENSRNOG00000065787	1	rno-mir-3584	miRNA	Mir3584
100526598	ENSRNOG00000065787	1	rno-mir-3584-1	miRNA	Mir3584
	ENSRNOG00000070333	2		lncRNA	
365385	ENSRNOG00000068787	1	ratchr1-200923762-200924694_ORF	protein_coding	Olr311
	ENSRNOG00000028120	2		protein_coding	AABR07011698.1
295663	ENSRNOG00000007979	3	MGC93920	protein_coding	Phospho2
365326	ENSRNOG00000015657	1		protein_coding	Olr69
	ENSRNOG00000064243	1		lncRNA	
120100467	ENSRNOG00000052607	1		snoRNA	Gm24336
100362365	ENSRNOG00000040275	3	LOC100362365	protein_coding	Tmem210
404888	ENSRNOG00000062792	3	Olr483_predicted	protein_coding	Olr483
404888	ENSRNOG00000062792	3	LOC100912431	protein_coding	Olr483
	ENSRNOG00000069588	3		lncRNA	
120100357	ENSRNOG00000052788	1		snoRNA	Gm25410
	ENSRNOG00000062674	2		lncRNA	
120100292	ENSRNOG00000063641	1		snoRNA	SNORD115
311470	ENSRNOG00000004852	3	LOC311470	protein_coding	Sel1l2
311470	ENSRNOG00000004852	3	RGD1311278	protein_coding	Sel1l2
102465152	ENSRNOG00000046320	1	rno-mir-6315	miRNA	Mir6315
690862	ENSRNOG00000042133	1		protein_coding	AABR07006275.1
293785	ENSRNOG00000031648	1		protein_coding	Olr340
124323	ENSRNOG00000016580	2		protein_coding	Rps23
120100217	ENSRNOG00000064592	1		rRNA	5S_rRNA
311362	ENSRNOG00000016189	3	LOC311362	protein_coding	Frmd5
311362	ENSRNOG00000016189	3	RGD1561554	protein_coding	Frmd5
	ENSRNOG00000069350	1		lncRNA	
120100187	ENSRNOG00000054005	1		snRNA	U6
120100110	ENSRNOG00000069982	1		rRNA	5S_rRNA
	ENSRNOG00000052319	1		pseudogene	AABR07004881.1
100314022	ENSRNOG00000035639	1	rno-mir-107	miRNA	Mir107
100302465	ENSRNOG00000027542	1		protein_coding	D7Ertd443e
120100244	ENSRNOG00000067371	1		snoRNA	SNORD115
	ENSRNOG00000065909	2		lncRNA	
310935	ENSRNOG00000009548	2		protein_coding	Fpgt
	ENSRNOG00000065457	1		lncRNA	
311210	ENSRNOG00000008758	3	LOC311210	protein_coding	Tspan18
311210	ENSRNOG00000008758	3	RGD1560411	protein_coding	Tspan18
293400	ENSRNOG00000009748	1		protein_coding	Olr262
499140	ENSRNOG00000037333	1	LOC499140	protein_coding	Cldnd2
499140	ENSRNOG00000037333	1	RGD1566413	protein_coding	Cldnd2
	ENSRNOG00000063106	1		lncRNA	
120100355	ENSRNOG00000061755	1		snoRNA	Gm25635
120100174	ENSRNOG00000064493	1		snRNA	U6
114483	ENSRNOG00000009258	4		protein_coding	Cdk6
689256	ENSRNOG00000021478	1	LOC689256	protein_coding	Tpd52l1
	ENSRNOG00000017330	1		protein_coding	AC103221.1
405038	ENSRNOG00000062409	1		protein_coding	Olr312
295754	ENSRNOG00000009764	3	ratchr3-69329359-69328433_ORF	protein_coding	Olr488
100526625	ENSRNOG00000065302	1	rno-mir-344b-1	miRNA	Mir344b-1
361502	ENSRNOG00000018090	1	LOC361502	pseudogene	Ppp6r1
361502	ENSRNOG00000018090	1	RGD1311409	pseudogene	Ppp6r1
361502	ENSRNOG00000018090	1	Saps1	pseudogene	Ppp6r1
100361898	ENSRNOG00000069157	1		protein_coding	
120100268	ENSRNOG00000068228	1		snoRNA	SNORD115
	ENSRNOG00000066263	2		lncRNA	
679691	ENSRNOG00000069767	1	LOC308257	protein_coding	Vom2r6
679691	ENSRNOG00000069767	1	RGD1562697	protein_coding	Vom2r6
308257	ENSRNOG00000069767	1	LOC308257	protein_coding	Vom2r6
308257	ENSRNOG00000069767	1	RGD1562697	protein_coding	Vom2r6
	ENSRNOG00000070519	1		lncRNA	
	ENSRNOG00000067269	1		lncRNA	
120100344	ENSRNOG00000057952	1		snoRNA	Gm23130
	ENSRNOG00000052180	3		misc_RNA	Metazoa_SRP
120100156	ENSRNOG00000059329	1		snRNA	U1
361485	ENSRNOG00000015230	1	MGC125089	protein_coding	Ermard
361485	ENSRNOG00000015230	1	RGD1309374	protein_coding	Ermard
361485	ENSRNOG00000015230	1	RGD1562376	protein_coding	Ermard
295674	ENSRNOG00000011830	3	LOC295674	protein_coding	Plekha3
680407	ENSRNOG00000017069	1	LOC680407	protein_coding	Mark4
296035	ENSRNOG00000070507	3		protein_coding	Olr781
81802	ENSRNOG00000021013	1	Stx3a	protein_coding	Stx3
	ENSRNOG00000066830	1		lncRNA	
365302	ENSRNOG00000033009	1		protein_coding	Olr12
100526568	ENSRNOG00000065333	1	rno-mir-344b-2	miRNA	Mir344b-2
365327	ENSRNOG00000067419	1		protein_coding	Olr75
120100476	ENSRNOG00000061678	1		snoRNA	Snord100
	ENSRNOG00000065748	2		lncRNA	
120100266	ENSRNOG00000059948	1		snoRNA	SNORD115
25233	ENSRNOG00000018677	1		protein_coding	Akt2
114492	ENSRNOG00000059640	2	Scya28	protein_coding	Ccl28
	ENSRNOG00000057111	1		snRNA	U2
405928	ENSRNOG00000069344	1		protein_coding	Olr341
120101961	ENSRNOG00000066688	3		snRNA	U6
	ENSRNOG00000070554	1		lncRNA	
310812	ENSRNOG00000016878	2	LOC310812	protein_coding	Plppr5
310812	ENSRNOG00000016878	2	Lppr5	protein_coding	Plppr5
310812	ENSRNOG00000016878	2	Pap2d	protein_coding	Plppr5
310812	ENSRNOG00000016878	2	PRG-5	protein_coding	Plppr5
310812	ENSRNOG00000016878	2	RGD1309567	protein_coding	Plppr5
686677	ENSRNOG00000063734	3		protein_coding	Olfr1161
120100393	ENSRNOG00000054517	1		snoRNA	Snora33
	ENSRNOG00000063145	1		lncRNA	
24651	ENSRNOG00000020420	2	L-PK	protein_coding	Pklr
24651	ENSRNOG00000020420	2	PK1	protein_coding	Pklr
24651	ENSRNOG00000020420	2	PKL	protein_coding	Pklr
24651	ENSRNOG00000020420	2	Pklg	protein_coding	Pklr
	ENSRNOG00000070241	2		lncRNA	
120100240	ENSRNOG00000069038	1		snoRNA	SNORD115
120100207	ENSRNOG00000056439	1		snRNA	U6
104796151	ENSRNOG00000069280	1	rno-mir-344b-3	miRNA	Mir344b-3
	ENSRNOG00000066733	1		snRNA	U2
	ENSRNOG00000064096	1		lncRNA	
78957	ENSRNOG00000019207	1	Shank1a	protein_coding	Shank1
78957	ENSRNOG00000019207	1	Spank1	protein_coding	Shank1
78957	ENSRNOG00000019207	1	Sstrip	protein_coding	Shank1
	ENSRNOG00000063312	2		lncRNA	
120101938	ENSRNOG00000065294	3		snRNA	U6
308854	ENSRNOG00000018394	1	LOC308854	protein_coding	Chrdl2
	ENSRNOG00000056660	4		protein_coding	AABR07025928.1
83627	ENSRNOG00000004645	3		protein_coding	Galnt5
293221	ENSRNOG00000015760	1	ratchr1-160945784-160946731_ORF	protein_coding	Olr78
64680	ENSRNOG00000011145	4	CRF-R 2	protein_coding	Crhr2
64680	ENSRNOG00000011145	4	CRF-R-2	protein_coding	Crhr2
64680	ENSRNOG00000011145	4	CRF-R2	protein_coding	Crhr2
64680	ENSRNOG00000011145	4	CRF2	protein_coding	Crhr2
64680	ENSRNOG00000011145	4	Crf2r	protein_coding	Crhr2
64680	ENSRNOG00000011145	4	CRFR-2	protein_coding	Crhr2
64680	ENSRNOG00000011145	4	CRH-R 2	protein_coding	Crhr2
64680	ENSRNOG00000011145	4	CRH-R-2	protein_coding	Crhr2
64680	ENSRNOG00000011145	4	CRH-R2	protein_coding	Crhr2
690343	ENSRNOG00000070234	1		protein_coding	Zfp141
120100245	ENSRNOG00000053284	1		snRNA	U1
	ENSRNOG00000068834	1		lncRNA	
405929	ENSRNOG00000030326	1		protein_coding	Olr344
120100216	ENSRNOG00000063681	1		snRNA	U7
120100247	ENSRNOG00000065437	1		snoRNA	SNORD115
	ENSRNOG00000063850	4		protein_coding	
171347	ENSRNOG00000013520	4	MAT 2	protein_coding	Mat2a
171347	ENSRNOG00000013520	4	MAT-II	protein_coding	Mat2a
171347	ENSRNOG00000013520	4	Sams2	protein_coding	Mat2a
	ENSRNOG00000063629	1		lncRNA	
102465153	ENSRNOG00000049574	1	rno-mir-3102	miRNA	Mir3102
366138	ENSRNOG00000058157	3	LOC366138	protein_coding	Ldlrad3
366138	ENSRNOG00000058157	3	RGD1307846	protein_coding	Ldlrad3
499584	ENSRNOG00000033028	2		protein_coding	
307982	ENSRNOG00000016714	1	LOC307982	protein_coding	Nrap
120102134	ENSRNOG00000062953	3		snRNA	U6
311569	ENSRNOG00000018755	3	Acas2	protein_coding	Acss2
311569	ENSRNOG00000018755	3	LOC311569	protein_coding	Acss2
120100192	ENSRNOG00000052956	1		snRNA	U6
405246	ENSRNOG00000005921	3		protein_coding	Olr606
	ENSRNOG00000070270	1		lncRNA	
120100280	ENSRNOG00000068102	1		snoRNA	SNORD115
100314054	ENSRNOG00000035648	1	rno-mir-211	miRNA	Mir211
	ENSRNOG00000067645	1		lncRNA	
405926	ENSRNOG00000062789	1		protein_coding	Olr313
293222	ENSRNOG00000015764	1	MOR6-1	protein_coding	Olr79
	ENSRNOG00000067256	1		protein_coding	
361585	ENSRNOG00000015734	1	LOC361585	protein_coding	Ube3a
404794	ENSRNOG00000070505	3		protein_coding	Olr782
120100492	ENSRNOG00000067158	1		snoRNA	U3
120101954	ENSRNOG00000065842	3		snRNA	U6
	ENSRNOG00000056404	1		snRNA	U6
	ENSRNOG00000061046	4		protein_coding	AABR07059632.3
	ENSRNOG00000063252	1		lncRNA	
293075	ENSRNOG00000066619	1		protein_coding	Olr13
120100391	ENSRNOG00000052832	1		snoRNA	AABR07006673.2
297530	ENSRNOG00000011653	4	Fam21	protein_coding	Washc2c
297530	ENSRNOG00000011653	4	Fam21c	protein_coding	Washc2c
297530	ENSRNOG00000011653	4	LOC297530	protein_coding	Washc2c
297530	ENSRNOG00000011653	4	NP61201	protein_coding	Washc2c
297530	ENSRNOG00000011653	4	Washc2	protein_coding	Washc2c
365797	ENSRNOG00000065226	2	LOC365797	lncRNA	Ufm1
365797	ENSRNOG00000065226	2	MGC109501	lncRNA	Ufm1
365797	ENSRNOG00000065226	2	RGD1304890	lncRNA	Ufm1
100314249	ENSRNOG00000056469	1	rno-mir-290	miRNA	Mir290
	ENSRNOG00000070625	2		lncRNA	
	ENSRNOG00000068800	1		lncRNA	
	ENSRNOG00000064644	2		protein_coding	
120100402	ENSRNOG00000066170	1		snoRNA	
295619	ENSRNOG00000021472	3	JN	protein_coding	Ermn
295619	ENSRNOG00000021472	3	LOC295619	protein_coding	Ermn
295619	ENSRNOG00000021472	3	MGC105579	protein_coding	Ermn
295619	ENSRNOG00000021472	3	RGD1308367	protein_coding	Ermn
	ENSRNOG00000066949	1		protein_coding	
366189	ENSRNOG00000006753	3	LOC366189	protein_coding	Tgm3
366189	ENSRNOG00000006753	3	RGD1561831	protein_coding	Tgm3
366189	ENSRNOG00000006753	3	TG(E)	protein_coding	Tgm3
366189	ENSRNOG00000006753	3	TGE	protein_coding	Tgm3
	ENSRNOG00000062681	1		lncRNA	
500052	ENSRNOG00000039466	4	MGC108951	protein_coding	Hyal5
	ENSRNOG00000067889	1		Y_RNA	Y_RNA
405031	ENSRNOG00000066931	1		protein_coding	Olr347
294810	ENSRNOG00000019023	2	MGC95288	protein_coding	Tars1
294810	ENSRNOG00000019023	2	Tars	protein_coding	Tars1
294810	ENSRNOG00000019023	2	thrRS	protein_coding	Tars1
120100241	ENSRNOG00000066273	1		snoRNA	SNORD115
	ENSRNOG00000066991	1		lncRNA	
102548320	ENSRNOG00000069276	1		protein_coding	
120100161	ENSRNOG00000059393	1		snRNA	U6
293223	ENSRNOG00000015769	1		protein_coding	Olr80
	ENSRNOG00000013711	1		pseudogene	AABR07004681.1
120102049	ENSRNOG00000060327	3		snoRNA	Gm26422
405245	ENSRNOG00000063784	3		protein_coding	Olr610
295836	ENSRNOG00000063784	3		protein_coding	Olr610
	ENSRNOG00000068287	2		lncRNA	
	ENSRNOG00000062961	1		lncRNA	
	ENSRNOG00000069666	1		protein_coding	
120100491	ENSRNOG00000056619	1		snRNA	U12
288155	ENSRNOG00000001589	3	LOC288155	protein_coding	Evx2
120100374	ENSRNOG00000054452	1		snoRNA	AABR07000497.1
	ENSRNOG00000051537	1		snRNA	AABR07006673.1
	ENSRNOG00000064145	1		lncRNA	
120101952	ENSRNOG00000052091	3		snRNA	U6
405393	ENSRNOG00000057094	1		protein_coding	Olr349
405027	ENSRNOG00000057094	1		protein_coding	Olr349
	ENSRNOG00000068142	1		snRNA	U2
120100162	ENSRNOG00000055112	1		snRNA	U6
	ENSRNOG00000062973	1		lncRNA	
120100262	ENSRNOG00000062771	1		snoRNA	SNORD115
310526	ENSRNOG00000024213	2	GIMPc	protein_coding	Golim4
310526	ENSRNOG00000024213	2	Golph4	protein_coding	Golim4
310526	ENSRNOG00000024213	2	LOC310526	protein_coding	Golim4
691533	ENSRNOG00000027808	1	Lilrc1	protein_coding	Lilra5
	ENSRNOG00000052454	3		snoRNA	AABR07052350.1
404792	ENSRNOG00000070396	3		protein_coding	Olr785
365328	ENSRNOG00000033200	1		protein_coding	Olr82
100365887	ENSRNOG00000068411	3		protein_coding	Olfr1162
	ENSRNOG00000060056	1		snRNA	U6
120100175	ENSRNOG00000055997	1		snRNA	U6
	ENSRNOG00000038176	2		lncRNA	Ufm1
500011	ENSRNOG00000052444	4	LOC500011	protein_coding	Samd9
500011	ENSRNOG00000052444	4	RGD1563091	protein_coding	Samd9
120100160	ENSRNOG00000070611	1		snRNA	U6
	ENSRNOG00000069419	1		protein_coding	
	ENSRNOG00000063442	1		snRNA	U2
	ENSRNOG00000069337	1		protein_coding	
	ENSRNOG00000067530	2		lncRNA	
296562	ENSRNOG00000013102	3	MGC94179	protein_coding	Npdc1
64467	ENSRNOG00000013102	3	MGC94179	protein_coding	Npdc1
499391	ENSRNOG00000049772	1	LOC499391	protein_coding	Gemin7
	ENSRNOG00000069285	2		lncRNA	
	ENSRNOG00000058310	3		snoRNA	AABR07052148.1
309326	ENSRNOG00000053859	1	LOC309326	protein_coding	Ranbp6
	ENSRNOG00000066647	1		lncRNA	
	ENSRNOG00000054388	1		snRNA	U6
	ENSRNOG00000066887	1		lncRNA	
	ENSRNOG00000053929	1		ribozyme	RNaseP_nuc
293227	ENSRNOG00000030275	1		protein_coding	Olr84
295881	ENSRNOG00000063685	3		protein_coding	Olr674
	ENSRNOG00000064365	2		lncRNA	
308097	ENSRNOG00000018915	1	LOC308097	protein_coding	Tagap
120100372	ENSRNOG00000051409	1		snoRNA	AABR07004442.1
292888	ENSRNOG00000020358	1	LOC292888	protein_coding	Ptov1
292888	ENSRNOG00000020358	1	MGC94482	protein_coding	Ptov1
120102131	ENSRNOG00000067379	3		snRNA	U6
120100151	ENSRNOG00000068758	1		snRNA	U6
502711	ENSRNOG00000025214	4		protein_coding	AC099360.1
120100271	ENSRNOG00000063955	1		snoRNA	SNORD115
	ENSRNOG00000066355	1		lncRNA	
	ENSRNOG00000066028	1		lncRNA	
292801	ENSRNOG00000064903	1	Abpa1	protein_coding	Scgb1b24
292801	ENSRNOG00000064903	1	Abpa2	protein_coding	Scgb1b24
292801	ENSRNOG00000064903	1	LOC292801	protein_coding	Scgb1b24
120100376	ENSRNOG00000065819	1		snoRNA	
	ENSRNOG00000070468	2		lncRNA	
120100468	ENSRNOG00000054102	1		snoRNA	AABR07004450.2
	ENSRNOG00000058869	1		protein_coding	AABR07006740.1
690610	ENSRNOG00000064667	1	LOC690610	pseudogene	Tmem86b
	ENSRNOG00000058919	3		snoRNA	AABR07052159.1
120099896	ENSRNOG00000053502	1	LOC308862	protein_coding	Arhgef17
120100139	ENSRNOG00000065888	1		snRNA	U6
361462	ENSRNOG00000021442	1	LOC361462	protein_coding	Hddc2
361462	ENSRNOG00000021442	1	RGD1307562	protein_coding	Hddc2
310958	ENSRNOG00000050321	2	LOC310958	protein_coding	Zzz3
310958	ENSRNOG00000050321	2	LOC499730	protein_coding	Zzz3
310958	ENSRNOG00000050321	2	RGD1565468	protein_coding	Zzz3
362020	ENSRNOG00000020307	2	LOC362020	protein_coding	RGD1309139
	ENSRNOG00000064160	1		lncRNA	
293228	ENSRNOG00000015785	1	ratchr1-161056238-161057173_ORF	protein_coding	Olr85
24788	ENSRNOG00000017291	3	SDH	protein_coding	Sord
24788	ENSRNOG00000017291	3	XDH	protein_coding	Sord
	ENSRNOG00000069815	4		protein_coding	
	ENSRNOG00000065725	2		lncRNA	
	ENSRNOG00000068866	1		snRNA	U2
404848	ENSRNOG00000062610	3		protein_coding	Olr623
	ENSRNOG00000066023	1		lncRNA	
	ENSRNOG00000068643	2		lncRNA	
293044	ENSRNOG00000014278	1	LOC293044	protein_coding	Zfp710
293044	ENSRNOG00000014278	1	RGD1306491	protein_coding	Zfp710
293044	ENSRNOG00000014278	1	Znf710	protein_coding	Zfp710
259242	ENSRNOG00000009571	4	Cr16	protein_coding	Wipf3
365511	ENSRNOG00000049605	1	LOC365511	protein_coding	Zfp296
365511	ENSRNOG00000049605	1	Znf296	protein_coding	Zfp296
120098584	ENSRNOG00000024016	1	Cyp2c6	protein_coding	Cyp2c6v1
120098584	ENSRNOG00000024016	1	CYPIIC6	protein_coding	Cyp2c6v1
120098584	ENSRNOG00000024016	1	LOC246070	protein_coding	Cyp2c6v1
120098584	ENSRNOG00000024016	1	LOC293989	protein_coding	Cyp2c6v1
120098584	ENSRNOG00000024016	1	MGC109053	protein_coding	Cyp2c6v1
120098584	ENSRNOG00000024016	1	PB1	protein_coding	Cyp2c6v1
120098584	ENSRNOG00000024016	1	PTF2	protein_coding	Cyp2c6v1
100911718	ENSRNOG00000024016	1	Cyp2c6	protein_coding	Cyp2c6v1
100911718	ENSRNOG00000024016	1	CYPIIC6	protein_coding	Cyp2c6v1
100911718	ENSRNOG00000024016	1	LOC246070	protein_coding	Cyp2c6v1
100911718	ENSRNOG00000024016	1	LOC293989	protein_coding	Cyp2c6v1
100911718	ENSRNOG00000024016	1	MGC109053	protein_coding	Cyp2c6v1
100911718	ENSRNOG00000024016	1	PB1	protein_coding	Cyp2c6v1
100911718	ENSRNOG00000024016	1	PTF2	protein_coding	Cyp2c6v1
293989	ENSRNOG00000024016	1	Cyp2c6	protein_coding	Cyp2c6v1
293989	ENSRNOG00000024016	1	CYPIIC6	protein_coding	Cyp2c6v1
293989	ENSRNOG00000024016	1	LOC246070	protein_coding	Cyp2c6v1
293989	ENSRNOG00000024016	1	LOC293989	protein_coding	Cyp2c6v1
293989	ENSRNOG00000024016	1	MGC109053	protein_coding	Cyp2c6v1
293989	ENSRNOG00000024016	1	PB1	protein_coding	Cyp2c6v1
293989	ENSRNOG00000024016	1	PTF2	protein_coding	Cyp2c6v1
311257	ENSRNOG00000008663	3	LOC311257	protein_coding	Nat10
311257	ENSRNOG00000008663	3	RGD1306717	protein_coding	Nat10
120102130	ENSRNOG00000063622	3		snRNA	U6
120100122	ENSRNOG00000063622	3		snRNA	U6
120100121	ENSRNOG00000063622	3		snRNA	U6
	ENSRNOG00000055316	1		scaRNA	Mir1839
120100330	ENSRNOG00000063802	1		snoRNA	SNORD116
	ENSRNOG00000064940	4		pseudogene	
120100172	ENSRNOG00000057140	1		snRNA	U6
308212	ENSRNOG00000022921	1	LOC308212	protein_coding	Dact2
293765	ENSRNOG00000054856	1	ratchr1-215197449-215196484_ORF	protein_coding	Olr327
	ENSRNOG00000037360	1		pseudogene	AABR07003173.1
293566	ENSRNOG00000015902	1	LOC293566	protein_coding	Cpxm2
293566	ENSRNOG00000015902	1	RGD1310955	protein_coding	Cpxm2
366158	ENSRNOG00000000009	3	LOC366158	protein_coding	Tmco5b
366158	ENSRNOG00000000009	3	RGD1561237	protein_coding	Tmco5b
	ENSRNOG00000069542	2		lncRNA	
	ENSRNOG00000065017	1		lncRNA	
25618	ENSRNOG00000020624	1	2-MEBCAD	protein_coding	Acadsb
25618	ENSRNOG00000020624	1	SBCAD	protein_coding	Acadsb
	ENSRNOG00000069696	2		protein_coding	
120100201	ENSRNOG00000060363	1		snRNA	U6
	ENSRNOG00000069765	3		snRNA	U1
120100257	ENSRNOG00000065994	1		snoRNA	SNORD115
120100414	ENSRNOG00000058025	1		snoRNA	AABR07006540.1
29644	ENSRNOG00000013981	1	STEP	protein_coding	Ptpn5
	ENSRNOG00000065346	1		lncRNA	
404831	ENSRNOG00000069407	3		protein_coding	Olr652
365329	ENSRNOG00000021290	1		protein_coding	Olr87
	ENSRNOG00000062884	1		lncRNA	
	ENSRNOG00000067311	2		lncRNA	
362260	ENSRNOG00000015928	3	LOC362260	protein_coding	Dhx35
292757	ENSRNOG00000019942	1	Fbg4	protein_coding	Fbxo17
292757	ENSRNOG00000019942	1	Fbx17	protein_coding	Fbxo17
292757	ENSRNOG00000019942	1	Fbxo26	protein_coding	Fbxo17
292757	ENSRNOG00000019942	1	LOC292757	protein_coding	Fbxo17
688884	ENSRNOG00000021912	1	LOC688884	protein_coding	Gpr152
120100370	ENSRNOG00000059083	1		snoRNA	AABR07006536.3
	ENSRNOG00000059239	1		snoRNA	AABR07004481.2
308908	ENSRNOG00000030818	1	LOC308908	protein_coding	RGD1561034
	ENSRNOG00000069031	2		lncRNA	
120100263	ENSRNOG00000065632	1		snoRNA	SNORD115
	ENSRNOG00000065843	4		pseudogene	
120102015	ENSRNOG00000053212	3		snoRNA	AABR07052161.1
85435	ENSRNOG00000000091	2	Madh9	protein_coding	Smad9
85435	ENSRNOG00000000091	2	SMAD 9	protein_coding	Smad9
85435	ENSRNOG00000000091	2	Smad8	protein_coding	Smad9
	ENSRNOG00000070760	1		lncRNA	
100910123	ENSRNOG00000062307	1		protein_coding	AABR07002209.1
	ENSRNOG00000065363	2		lncRNA	
	ENSRNOG00000071202	1		lncRNA	
120100428	ENSRNOG00000068808	1		snoRNA	
685620	ENSRNOG00000043114	4	LOC685620	protein_coding	Tomm7
	ENSRNOG00000053939	2		protein_coding	AABR07010787.1
120100267	ENSRNOG00000056693	1		snRNA	U1
120100474	ENSRNOG00000055223	1		snoRNA	AABR07001379.1
310230	ENSRNOG00000067758	2	LOC310230	protein_coding	Slc10a5
	ENSRNOG00000064515	1		lncRNA	
361467	ENSRNOG00000017930	1	Aytl2	protein_coding	Lpcat1
361467	ENSRNOG00000017930	1	LOC361467	protein_coding	Lpcat1
361467	ENSRNOG00000017930	1	LPCAT-1	protein_coding	Lpcat1
361467	ENSRNOG00000017930	1	RGD1311599	protein_coding	Lpcat1
404846	ENSRNOG00000068161	3		protein_coding	Olr625
690356	ENSRNOG00000043280	1	LOC690356	protein_coding	Vom2r37
	ENSRNOG00000065092	1		lncRNA	
	ENSRNOG00000070663	3		snoRNA	
405013	ENSRNOG00000060826	1		protein_coding	Olr88
	ENSRNOG00000066535	1		snoRNA	
293773	ENSRNOG00000068810	1	ratchr1-215287476-215288417_ORF	protein_coding	Olr329
	ENSRNOG00000071163	4		protein_coding	
404899	ENSRNOG00000070274	1		protein_coding	Olr16
53949	ENSRNOG00000006397	3		protein_coding	Chrm5
100362555	ENSRNOG00000009388	2	LOC100362555	lncRNA	Sptssb
	ENSRNOG00000063371	1		lncRNA	
120100422	ENSRNOG00000060965	1		snoRNA	AC117118.1
120100183	ENSRNOG00000052241	1		snRNA	U6
295690	ENSRNOG00000006803	3	LOC295690	protein_coding	Dnajc10
	ENSRNOG00000068809	1		lncRNA	
362367	ENSRNOG00000049057	4	LOC362367	protein_coding	Znrf2
362367	ENSRNOG00000049057	4	Znrf1	protein_coding	Znrf2
120100377	ENSRNOG00000058946	1		snoRNA	AC116250.2
120102075	ENSRNOG00000051665	3		snoRNA	AABR07052406.1
365222	ENSRNOG00000019869	1	LOC100911296	protein_coding	Lrfn1
365222	ENSRNOG00000019869	1	LOC365222	protein_coding	Lrfn1
	ENSRNOG00000062374	1		lncRNA	
120100410	ENSRNOG00000068664	1		snoRNA	Gm23168
	ENSRNOG00000063801	1		protein_coding	
	ENSRNOG00000067318	1		lncRNA	
293815	ENSRNOG00000013208	1		protein_coding	Olr382
	ENSRNOG00000065468	2		lncRNA	
120100395	ENSRNOG00000059321	1		snoRNA	AABR07001406.2
	ENSRNOG00000066808	2		lncRNA	
120100397	ENSRNOG00000052179	1		snoRNA	AC116250.1
404821	ENSRNOG00000006408	3		protein_coding	Olr693
405012	ENSRNOG00000050189	1		protein_coding	Olr89
25427	ENSRNOG00000007234	4	Cyp51a1	protein_coding	Cyp51
25427	ENSRNOG00000007234	4	LDM	protein_coding	Cyp51
25427	ENSRNOG00000007234	4	MGC93630	protein_coding	Cyp51
